Rainfall,UmbrellasSold
3.745401188473625,7.621372979304507
9.50714306409916,18.565775102499522
7.319939418114051,14.777520001031355
5.986584841970366,8.991816312039393
1.5601864044243652,2.7908649770924625
1.5599452033620265,3.6555592639916723
0.5808361216819946,3.3785133104762632
8.661761457749352,16.546117588088233
6.011150117432088,10.809559830524394
7.080725777960454,13.408815990544104
0.20584494295802447,1.7847930624691601
9.699098521619943,19.891323707729413
8.324426408004218,15.854212510357877
2.1233911067827616,5.016683363235558
1.8182496720710062,3.782115668164073
1.8340450985343382,5.12105768286801
3.0424224295953772,5.031765218374726
5.247564316322379,10.003635412748105
4.319450186421157,8.050738143144079
2.9122914019804194,3.629310381762661
6.118528947223795,12.681238310044455
1.3949386065204183,3.181460121310671
2.9214464853521815,5.850563155668055
3.663618432936917,6.975356165811114
4.56069984217036,6.998343571265098
7.851759613930136,15.072551243712235
1.9967378215835974,3.4794038683770405
5.142344384136116,9.081272864439804
5.924145688620425,11.606362809741835
0.46450412719997725,1.535084539621762
6.075448519014383,14.980175889844562
1.7052412368729153,3.672349192993589
0.6505159298527952,1.687357445789737
9.488855372533333,18.866041871417416
9.656320330745594,16.434483838542626
8.08397348116461,16.128176149155397
3.0461376917337066,6.182620698378953
0.9767211400638387,5.648305448855607
6.842330265121569,13.396119083071454
4.4015249373960135,9.255370888292445
1.2203823484477883,2.3886970423377116
4.951769101112702,8.150521145796105
0.34388521115218396,2.4020046440768987
9.093204020787821,19.314307590605804
2.587799816000169,6.362147552564909
6.62522284353982,11.886364504887531
3.1171107608941098,8.338412988192369
5.200680211778108,8.298583829367795
5.4671027934327965,11.814491227565998
1.8485445552552704,6.982772549225508
9.695846277645586,17.90588806759514
7.7513282336111455,14.653209872818133
9.394989415641891,18.939455878915243
8.948273504276488,17.141333527378677
5.978999788110851,9.632004429622503
9.218742350231167,18.540329162671377
0.884925020519195,0.17639447044923262
1.959828624191452,4.630045894335677
0.45227288910538066,-0.47459057313994335
3.2533033076326436,8.831508222791596
3.8867728968948203,6.598665855285285
2.713490317738959,4.943888361169404
8.287375091519294,17.795026009093093
3.567533266935893,5.2887700592208535
2.8093450968738076,5.959880095653809
5.426960831582485,12.814635794588611
1.4092422497476265,0.4072596476534116
8.021969807540398,16.32089040287925
0.7455064367977082,1.8808370649680517
9.868869366005173,20.91047303967631
7.722447692966574,13.589469319616025
1.987156815341724,1.9936287110570337
0.05522117123602399,0.8933546908973944
8.154614284548341,16.75470557894646
7.068573438476172,14.512886152471157
7.2900716804098735,15.09981567506521
7.712703466859457,14.405369851351178
0.7404465173409036,1.8292735804233127
3.5846572854427263,7.608923280833475
1.1586905952512971,1.2458540634630426
8.631034258755935,20.060730284229006
6.232981268275579,13.17671191791884
3.308980248526492,4.83100525124901
0.6355835028602363,2.2559974186712175
3.109823217156622,4.7576239289722615
3.2518332202674705,7.684293346148619
7.29606178338064,16.330016935272386
6.3755747135521315,11.520125949576697
8.872127425763265,19.189319045393013
4.722149251619493,10.063469893643735
1.195942459383017,3.6249751587577688
7.13244787222995,17.11008521844082
7.607850486168974,14.847618798333643
5.612771975694963,10.09493970485369
7.70967179954561,14.085071954652935
4.937955963643907,8.652196499839658
5.227328293819941,10.339004023518726
4.275410183585496,9.062548329395957
0.2541912674409519,0.9234187338769324
1.0789142699330445,3.398603413420125
